Index,Clade,Clade_and_StateRegion,Type,Symb_Tol,Type_and_StateRegion,Gene,Isolate,Redundancy,Potential_Pseudogene_Ref,Species,Methodology,Genbank,Genbank_link,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Host_tol,AphiaID,Environment,Ocean,Host_and_Ocean,Host_and_StateRegion,Country,StateRegion,T_MMM_05,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Reference,Ref_link
1724,C,"C, Okinawa",C1c,0.598,"C1c, Okinawa",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,0.782,206958,in hospite,Pacific,"Pocillopora eydouxi, Pacific","Pocillopora eydouxi, Okinawa",Japan,Okinawa,28.54,Zamami Island,N_A,"262,334,528","1,273,092,069",3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1725,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,0.672,206964,in hospite,Pacific,"Pocillopora meandrina, Pacific","Pocillopora meandrina, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1726,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1727,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1728,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1729,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1730,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,sp.,Sinularia sp.,0.711,205854,in hospite,Pacific,"Sinularia sp., Pacific","Sinularia sp., Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
1731,C,"C, Western Indian",C1c,0.598,"C1c, Western Indian",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,elegans,Pocillopora eleganms,0.69,206956,in hospite,Indian,"Pocillopora eleganms, Indian","Pocillopora eleganms, Western Indian",Tanzania,Western Indian,28.97,Zanzibar,Changuu,"-6,070,491","39,100,244",1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1732,C,"C, Western Indian",C1c,0.598,"C1c, Western Indian",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Indian,"Pocillopora verrucosa, Indian","Pocillopora verrucosa, Western Indian",Tanzania,Western Indian,28.97,Zanzibar,Banda Kuu,"-5,425,601","39,175,998",2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1733,C,"C, Phuket",C1c,0.598,"C1c, Phuket",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,0.742,206954,in hospite,Pacific,"Pocillopora verrucosa, Pacific","Pocillopora verrucosa, Phuket",Thailand,Phuket,30.38,Andaman Sea,Racha,"7,364,345","98,221,469",2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1734,C,"C, Phuket",C1c,0.598,"C1c, Phuket",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,contigua,Psammocora contigua,0.716,207267,in hospite,Pacific,"Psammocora contigua, Pacific","Psammocora contigua, Phuket",Thailand,Phuket,30.38,Andaman Sea,Racha,"7,364,345","98,221,469",2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
1735,C,"C, Gulf of Chiriqui",C1c,0.598,"C1c, Gulf of Chiriqui",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Gulf of Chiriqui",Panama,Gulf of Chiriqui,29.186,Uva Island,N_A,"7,805,096","-81,714,675",12000,2,10,2007,2009,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,"LaJeunesse TC, Smith R, Walther M, Pinzon J, Pettay DT, McGinley M, Aschaffenburg M, Medina-Rosas P, Cupul-Magana AL, Perez AL, Reyes-Bonilla H, Warner ME (2010) Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance. Proceedings of the Royal Society of London B 277, 2925-2934.",http://rspb.royalsocietypublishing.org/content/277/1696/2925.abstract
1736,C,"C, N_A",C1c,0.598,"C1c, N_A",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, N_A",Panama,N_A,29.186,N_A,Gulf of Panama,"8,907,315","-7,940,694",12000,2,10,2007,2009,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,"LaJeunesse TC, Smith R, Walther M, Pinzon J, Pettay DT, McGinley M, Aschaffenburg M, Medina-Rosas P, Cupul-Magana AL, Perez AL, Reyes-Bonilla H, Warner ME (2010) Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance. Proceedings of the Royal Society of London B 277, 2925-2934.",http://rspb.royalsocietypublishing.org/content/277/1696/2925.abstract
1737,C,"C, N_A",C1c,0.598,"C1c, N_A",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, N_A",France,N_A,29.186,N_A,Clipperton Atoll,"10,271,207","-109,242,423",10000,2,10,2006,2008,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,"LaJeunesse TC, Smith R, Walther M, Pinzon J, Pettay DT, McGinley M, Aschaffenburg M, Medina-Rosas P, Cupul-Magana AL, Perez AL, Reyes-Bonilla H, Warner ME (2010) Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance. Proceedings of the Royal Society of London B 277, 2925-2934.",http://rspb.royalsocietypublishing.org/content/277/1696/2925.abstract
1738,C,"C, Revillagigdo Archipelago",C1c,0.598,"C1c, Revillagigdo Archipelago",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Revillagigdo Archipelago",Mexico,Revillagigdo Archipelago,29.186,N_A,N_A,"18,690,977","-110,891,461",140000,2,10,2006,2008,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,"LaJeunesse TC, Smith R, Walther M, Pinzon J, Pettay DT, McGinley M, Aschaffenburg M, Medina-Rosas P, Cupul-Magana AL, Perez AL, Reyes-Bonilla H, Warner ME (2010) Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance. Proceedings of the Royal Society of London B 277, 2925-2934.",http://rspb.royalsocietypublishing.org/content/277/1696/2925.abstract
1739,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,0.577,206953,in hospite,Pacific,"Pocillopora damicornis, Pacific","Pocillopora damicornis, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,443,376","-110,572,417",50000,2,10,2006,2008,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,"LaJeunesse TC, Smith R, Walther M, Pinzon J, Pettay DT, McGinley M, Aschaffenburg M, Medina-Rosas P, Cupul-Magana AL, Perez AL, Reyes-Bonilla H, Warner ME (2010) Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance. Proceedings of the Royal Society of London B 277, 2925-2934.",http://rspb.royalsocietypublishing.org/content/277/1696/2925.abstract
1740,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Harry's Bommie,"-234,604,167","1,519,293,167",50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
1741,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Tenements II,"-2,343,305","1,519,292,667",50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
1742,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Tenements II,"-2,343,305","1,519,292,667",50,9,11,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
1743,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Tenements II,"-2,343,305","1,519,292,667",50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
1744,C,"C, Great Barrier Reef",C1c,0.598,"C1c, Great Barrier Reef",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,4th Point,"-2,343,185","1,519,888,333",50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
1745,C,"C, Western Australia",C1c,0.598,"C1c, Western Australia",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,aspera,Goniastrea aspera,0.689,207467,in hospite,Indian,"Goniastrea aspera, Indian","Goniastrea aspera, Western Australia",Australia,Western Australia,28.78,Dampier,N_A,"-20,663,799","11,670,846",100000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,"Silverstein RN, Correa AMS, LaJeunesse TC, Baker AC (2011) Novel algal symbiont (Symbiodinium spp.) diversity in reef corals of Western Australia. Marine Ecology Progress Series 422, 63-75.",http://www.int-res.com/abstracts/meps/v422/p63-75/
1746,C,"C, American Samoa",C1c,0.598,"C1c, American Samoa",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,0.782,206958,in hospite,Pacific,"Pocillopora eydouxi, Pacific","Pocillopora eydouxi, American Samoa",United States,American Samoa,29.87,Ofu Island,Pools 300 & 403,"-14,105,366","-16,939,257",3500,0.8,1.3,2004,2006,Smith_2008_Pac_Sci_62_57,"Smith LW, Wirshing HH, Baker AC, Birkeland C (2008) Environmental versus genetic influences on growth rates of the corals Pocillopora eydouxi and Porites lobata (Anthozoa: Scleractinia). Pacific Science 62, 57-69.",http://www.bioone.org/doi/abs/10.2984/1534-6188%282008%2962%5B57%3AEVGIOG%5D2.0.CO%3B2
1747,C,"C, N_A",C1c,0.598,"C1c, N_A",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,DGGE,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,sp.,Pavona sp.,0.711,206614,in hospite,Aquarium,"Pavona sp., Aquarium","Pavona sp., N_A",N_A,N_A,29.186,N_A,Riddle,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
1748,C,"C, Hawaiian Islands",C1c,0.598,"C1c, Hawaiian Islands",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,cloning,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,0.575,207095,in hospite,Pacific,"Acropora cytherea, Pacific","Acropora cytherea, Hawaiian Islands",United States,Hawaiian Islands,29.186,French Frigate Shoals,N_A,"238,496,833","-1,662,974,333",100,15,20,2006,2005,Stat_2008_Biol_Invasions_10_579,"Stat M & Gates RD (2008) Vectored introductions of marine endosymbiotic dinoflagellates into Hawaii. Biological Invasions 10, 579-583.",http://www.springerlink.com/content/vwj30gt72407051w/
1749,C,"C, Hawaiian Islands",C1c,0.598,"C1c, Hawaiian Islands",ITS2,N_A,same_as_C45_C1c.C45,N_A,N_A,cloning,same_as_AY239364,http://www.ncbi.nlm.nih.gov/nuccore/AY239364,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,0.575,207095,in hospite,Pacific,"Acropora cytherea, Pacific","Acropora cytherea, Hawaiian Islands",United States,Hawaiian Islands,29.186,French Frigate Shoals,N_A,"238,509,833","-1,663,296",100,10,15,2006,2006,Stat_2008_Biol_Invasions_10_579,"Stat M & Gates RD (2008) Vectored introductions of marine endosymbiotic dinoflagellates into Hawaii. Biological Invasions 10, 579-583.",http://www.springerlink.com/content/vwj30gt72407051w/
1750,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,sp.,Pocillopora sp.,0.646,206938,in hospite,Pacific,"Pocillopora sp., Pacific","Pocillopora sp., Baja California",Mexico,Baja California,29.186,Punta Galeras,N_A,"2,421,236","-11,017,028",10000,2,2,2006,2006,LaJeunesse_2007_Coral_Reefs_26_265,"LaJeunesse, T., H. Reyes-Bonilla, et al. (2007). ""Spring bleaching"" among Pocillopora in the Sea of Cortez, Eastern Pacific. Coral Reefs 26(2): 265-270.",http://www.springerlink.com/content/jl68058008905757/
1751,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,clavus,Pavona clavus,0.685,207318,in hospite,Pacific,"Pavona clavus, Pacific","Pavona clavus, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,090,809","-110,173,139",50000,4,7,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,"LaJeunesse TC, Reyes Bonilla H, Warner ME, Wills M, Schmidt GW,  Fitt WK (2008) Specificity and stability in high latitude eastern Pacific coral-algal symbioses. Limnology and Oceanography 53, 719-727.",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
1752,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,gigantea,Pavona gigantea,0.631,289201,in hospite,Pacific,"Pavona gigantea, Pacific","Pavona gigantea, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,090,809","-110,173,139",50000,3,12,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,"LaJeunesse TC, Reyes Bonilla H, Warner ME, Wills M, Schmidt GW,  Fitt WK (2008) Specificity and stability in high latitude eastern Pacific coral-algal symbioses. Limnology and Oceanography 53, 719-727.",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
1753,C,"C, Baja California",C1c,0.598,"C1c, Baja California",ITS2,N_A,same_as_C45_C1c_C1c.C45,N_A,N_A,DGGE,same_as_EU449103,http://www.ncbi.nlm.nih.gov/nuccore/EU449103,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,capitata,Pocillopora capitata,0.649,289246,in hospite,Pacific,"Pocillopora capitata, Pacific","Pocillopora capitata, Baja California",Mexico,Baja California,29.186,La Paz,N_A,"24,090,809","-110,173,139",50000,1,6,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,"LaJeunesse TC, Reyes Bonilla H, Warner ME, Wills M, Schmidt GW,  Fitt WK (2008) Specificity and stability in high latitude eastern Pacific coral-algal symbioses. Limnology and Oceanography 53, 719-727.",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
